window_length_fraction,hop_fraction,window_function,Mean_SS,Mean_perc_SS,SS_time,SS_treatment,SS_sex,SS_order,SS_residuals,F_time,F_treatment,F_sex,F_order,F_residuals,p_time,p_treatment,p_sex,p_order,dist_time,dist_treatment,dist_sex,dist_order
0.5,0.4,blackman,239568.76885360124,54.01049923586113,0.902716765162058,3.651535753773337,3.889844000253411,4.104489455942409,37.16455247393793,2.040336913159072,4.126633887654877,8.791896424702585,1.3252917146210423,nan,0.12387612387612387,0.005994005994005994,0.000999000999000999,0.17882117882117882,20.806184031790934,85.21549395448857,30.64557103742379,934.142576172343
0.5,0.3,boxcar,287794.7983174274,49.13861560646387,0.7213824190647111,4.656701624170288,3.8935747197633908,3.4241873708836343,44.49653202679478,1.3618167628197664,4.395431718080355,7.350241952859982,0.9234483358357009,nan,0.2517482517482518,0.000999000999000999,0.002997002997002997,0.5124875124875125,24.970451018832165,99.23899640307803,34.469965422023854,954.310632582249
0.5,0.3,hann,296743.99338607717,52.04757322021879,0.3640843463775173,3.47280713470849,3.601180558780869,4.695138880846568,37.76764946142766,0.8097693537149074,3.861979809114734,8.009478250600088,1.491797010764488,nan,0.4435564435564436,0.001998001998001998,0.000999000999000999,0.07192807192807193,23.932302035925023,88.84386495573648,33.582843482048226,1027.8528760006002
0.5,0.3,blackman,286173.26833139395,50.87275177511115,0.365704714530628,3.6429312542883348,3.6013428391482583,5.021860959742627,38.8267647655704,0.7911860853215605,3.9406608715384244,7.791347033804542,1.5520822268032253,nan,0.4945054945054945,0.002997002997002997,0.001998001998001998,0.054945054945054944,23.63518335105707,90.16012032920113,33.22629410790109,1072.1078772647215
0.5,0.2,boxcar,373051.24410352216,47.006774208694516,0.6497501007914329,4.225298578929153,3.657277501090486,5.699423722494889,43.311314343228325,1.2601559036966452,4.097371391426511,7.093095990046605,1.579104345066634,nan,0.26173826173826176,0.003996003996003996,0.002997002997002997,0.08691308691308691,28.409946770940753,115.08053787215212,39.321582043260136,1260.2005108094454
0.5,0.2,hann,449981.4234055696,52.77703018818769,0.5414143802176599,3.470370159602919,3.7477505610632686,5.431888735157891,37.178799802471076,1.223245725518571,3.920394081511878,8.467488159969886,1.7532213295804764,nan,0.27472527472527475,0.001998001998001998,0.000999000999000999,0.025974025974025976,30.050741700903146,107.6726639967712,42.172832036973546,1297.2912639016909
0.5,0.2,blackman,490534.85803733265,55.09994011856112,0.5819363688358137,3.25228913070571,3.719190223282007,4.6791749451486355,35.28077931463994,1.3855321773440599,3.871687251334568,8.855019215124072,1.5915209480217987,nan,0.21478521478521478,0.002997002997002997,0.000999000999000999,0.059940059940059943,30.723092047161625,110.33621369422093,43.21286365166043,1352.1252687836381
0.5,0.1,boxcar,717610.3092619366,48.90747105217388,0.6399694814007092,4.19729633501535,3.8122781218297215,4.882903985130644,42.618441073638294,1.2613656220971283,4.136388887759833,7.513915435817671,1.3748707448103181,nan,0.2597402597402597,0.003996003996003996,0.001998001998001998,0.15684315684315683,39.740489281772916,154.01338502474135,54.596229557681305,1695.0922152739474
0.5,0.1,hann,794694.268181665,51.468957855027085,0.5280255827601895,3.582948271041766,3.711212066506124,5.696158029697808,38.246625224311884,1.1596879121157526,3.9345648537925775,8.150831916755688,1.7871876526487314,nan,0.2857142857142857,0.002997002997002997,0.000999000999000999,0.02097902097902098,40.425881624549355,147.9547033108916,57.286250058951175,1783.8525602909956
0.5,0.1,blackman,849829.1552124275,53.671616287995406,0.524995074539238,3.3160767184758777,3.6607415273553725,5.556684247025345,36.221432039280934,1.217499799938099,3.845105351576037,8.489512175122599,1.840904878967559,nan,0.2817182817182817,0.002997002997002997,0.000999000999000999,0.02097902097902098,40.899324204091776,145.39739966912563,57.31527662879344,1823.648744553766
